AT1G08910.1	A0A0A7EPL0-2
AT3G47640.3	A0A654FHH8
AT3G48660.1	A0A654FHJ9
AT3G20510.1	A0A654FHK0
AT3G49045.1	A0A654FHK7
AT3G21700.1	A0A654FHM5
AT3G49920.1	A0A654FHM7
AT3G21880.2	A0A654FHM9
AT3G21880.3	A0A654FHM9
AT3G50020.1	A0A654FHN0
AT3G22057.1	A0A654FHN3
AT3G22760.1	A0A654FHP9
AT3G23635.1	A0A654FHS0
AT3G53010.1	A0A654FHU1
AT3G53290.1	A0A654FHU7
AT3G53570.1	A0A654FHV3
AT3G53570.2	A0A654FHV3
AT3G53570.4	A0A654FHV3
AT3G54065.1	A0A654FHW3
AT3G25930.1	A0A654FHW9
AT3G26030.1	A0A654FHX1
AT3G54570.1	A0A654FHX3
AT3G27600.1	A0A654FI08
AT3G28785.1	A0A654FI29
AT3G28870.1	A0A654FI30
AT3G28922.1	A0A654FI31
AT3G29230.1	A0A654FI35
AT3G30705.1	A0A654FI44
AT3G43990.1	A0A654FI61
AT3G45730.1	A0A654FI81
AT3G45830.1	A0A654FI82
AT3G45920.1	A0A654FI83
AT3G46020.1	A0A654FI84
AT3G46610.1	A0A654FI90
AT3G46610.2	A0A654FI90
AT3G47440.1	A0A654FI99
AT3G47530.1	A0A654FIA0
AT3G48450.1	A0A654FIB0
AT3G48450.2	A0A654FIB0
AT3G48835.1	A0A654FIB4
AT3G51171.1	A0A654FID9
AT3G52905.1	A0A654FIF7
AT3G53000.1	A0A654FIF8
AT3G53100.1	A0A654FIF9
AT3G54060.1	A0A654FIG9
AT3G54460.1	A0A654FIH3
AT3G54860.1	A0A654FIH7
AT3G56180.2	A0A654FIJ1
AT3G56390.1	A0A654FIJ3
AT3G56790.1	A0A654FIJ7
AT3G57540.1	A0A654FIN7
AT3G57680.1	A0A654FIR0
AT3G57910.1	A0A654FIS6
AT3G58380.1	A0A654FIX2
AT3G58530.1	A0A654FIY8
AT3G58630.2	A0A654FIZ5
AT3G58770.1	A0A654FJ10
AT3G58850.1	A0A654FJ12
AT3G58960.1	A0A654FJ21
AT3G58830.2	A0A654FJ22
AT3G58940.1	A0A654FJ32
AT3G58940.2	A0A654FJ32
AT3G59000.1	A0A654FJ36
AT3G58990.1	A0A654FJ39
AT3G59150.1	A0A654FJ51
AT3G59220.1	A0A654FJ54
AT3G59240.1	A0A654FJ55
AT3G59200.1	A0A654FJ56
AT3G59170.1	A0A654FJ59
AT3G59330.3	A0A654FJ63
AT3G59310.1	A0A654FJ66
AT3G59300.3	A0A654FJ69
AT3G59455.1	A0A654FJ80
AT3G59450.1	A0A654FJ86
AT3G59830.1	A0A654FJB1
AT3G59845.1	A0A654FJB7
AT3G59870.1	A0A654FJC0
AT3G59910.1	A0A654FJC2
AT3G59910.2	A0A654FJC2
AT3G59850.1	A0A654FJD1
AT3G59940.1	A0A654FJD4
AT3G60120.1	A0A654FJD6
AT3G60050.1	A0A654FJD7
AT3G60050.2	A0A654FJD7
AT3G60130.1	A0A654FJD9
AT3G60070.1	A0A654FJE0
AT3G60070.2	A0A654FJE0
AT3G60070.3	A0A654FJE0
AT3G60070.4	A0A654FJE0
AT3G60070.5	A0A654FJE0
AT3G59880.1	A0A654FJE3
AT3G60150.1	A0A654FJE8
AT3G60190.1	A0A654FJF4
AT3G60140.1	A0A654FJF6
AT3G60286.1	A0A654FJG4
AT3G60286.2	A0A654FJG4
AT3G60286.3	A0A654FJG4
AT3G60286.4	A0A654FJG4
AT3G60286.5	A0A654FJG4
AT3G60286.6	A0A654FJG4
AT3G60328.1	A0A654FJG8
AT3G60415.1	A0A654FJH8
AT3G60410.1	A0A654FJI3
AT3G60410.2	A0A654FJI3
AT3G60410.3	A0A654FJI3
AT3G60630.1	A0A654FJJ4
AT3G60670.1	A0A654FJK4
AT3G61060.1	A0A654FJM4
AT3G61100.1	A0A654FJM5
AT3G60870.1	A0A654FJN8
AT3G61200.1	A0A654FJP0
AT3G61090.1	A0A654FJP7
AT3G61182.1	A0A654FJP9
AT3G61220.1	A0A654FJQ1
AT3G61250.1	A0A654FJQ5
AT3G61450.6	A0A654FJQ8
AT3G61270.1	A0A654FJS2
AT3G61700.1	A0A654FJU3
AT3G61700.3	A0A654FJU3
AT3G61750.1	A0A654FJU9
AT3G61826.1	A0A654FJV0
AT3G61829.1	A0A654FJV7
AT3G61780.1	A0A654FJW0
AT3G61770.1	A0A654FJW6
AT3G61710.1	A0A654FJW7
AT3G61990.1	A0A654FJX0
AT3G62000.2	A0A654FJX5
AT3G62090.1	A0A654FJY0
AT3G62050.1	A0A654FJY2
AT3G62110.1	A0A654FJY5
AT3G62110.2	A0A654FJY5
AT3G62150.1	A0A654FJZ1
AT3G62150.2	A0A654FJZ1
AT3G62150.3	A0A654FJZ1
AT3G62040.1	A0A654FJZ3
AT3G62200.1	A0A654FJZ8
AT3G61898.1	A0A654FJZ9
AT3G61962.1	A0A654FK02
AT3G62300.2	A0A654FK08
AT3G61980.1	A0A654FK09
AT3G62230.1	A0A654FK12
AT3G62370.1	A0A654FK15
AT3G62410.1	A0A654FK17
AT3G62160.1	A0A654FK24
AT3G62260.1	A0A654FK33
AT3G62528.1	A0A654FK36
AT3G62615.1	A0A654FK47
AT3G62680.1	A0A654FK64
AT3G62510.1	A0A654FK70
AT3G62920.1	A0A654FK71
AT3G63020.1	A0A654FK81
AT3G63000.1	A0A654FK88
AT3G62695.1	A0A654FK90
AT3G63060.1	A0A654FK97
AT3G63130.1	A0A654FKB2
AT3G63130.2	A0A654FKB2
AT3G63450.3	A0A654FKE5
AT3G63450.4	A0A654FKE5
AT3G63450.5	A0A654FKE5
AT4G00020.1	A0A654FKI2
AT4G00165.1	A0A654FKI3
AT4G00165.2	A0A654FKI3
AT4G00160.1	A0A654FKI4
AT4G00300.1	A0A654FKK2
AT4G00342.1	A0A654FKL4
AT4G00690.1	A0A654FKM6
AT4G00540.1	A0A654FKM8
AT4G00530.1	A0A654FKN2
AT4G00830.1	A0A654FKQ0
AT4G00830.2	A0A654FKQ0
AT4G00830.6	A0A654FKQ0
AT4G00820.1	A0A654FKQ6
AT4G00850.1	A0A654FKR1
AT4G00925.1	A0A654FKR3
AT2G05185.1	A0A654FKS4
AT5G22608.1	A0A654FKS4
AT4G00310.1	A0A654FKT4
AT4G00310.2	A0A654FKT4
AT4G01200.1	A0A654FKV4
AT4G01450.2	A0A654FKV8
AT4G01390.1	A0A654FKW7
AT4G01395.1	A0A654FKX3
AT4G01470.1	A0A654FKX8
AT4G01516.1	A0A654FKZ8
AT4G01435.1	A0A654FL00
AT4G01703.1	A0A654FL14
AT4G01935.1	A0A654FL16
AT4G01790.1	A0A654FL24
AT4G02075.1	A0A654FL29
AT4G02110.1	A0A654FL36
AT4G02170.1	A0A654FL39
AT4G01995.1	A0A654FL43
AT4G02090.1	A0A654FL48
AT4G02100.1	A0A654FL52
AT4G01970.1	A0A654FL60
AT4G02270.1	A0A654FL81
AT4G02550.2	A0A654FLA2
AT4G02550.4	A0A654FLA2
AT4G02980.1	A0A654FLD0
AT4G03113.1	A0A654FLE5
AT4G03110.1	A0A654FLF9
AT4G03130.2	A0A654FLG5
AT4G03200.1	A0A654FLG8
AT4G02405.1	A0A654FLH9
AT4G03156.1	A0A654FLI2
AT4G03340.1	A0A654FLI3
AT4G03040.1	A0A654FLI6
AT4G02570.1	A0A654FLK1
AT4G02570.2	A0A654FLK1
AT4G02570.3	A0A654FLK1
AT4G02570.4	A0A654FLK1
AT4G03420.1	A0A654FLL0
AT4G05240.1	A0A654FLN3
AT4G03600.1	A0A654FLN5
AT4G05130.1	A0A654FLP3
AT4G05120.1	A0A654FLQ1
AT4G05120.2	A0A654FLQ1
AT4G05091.1	A0A654FLQ2
AT4G02920.2	A0A654FLQ4
AT4G05060.1	A0A654FLQ6
AT4G05160.1	A0A654FLR8
AT4G04920.1	A0A654FLS5
AT4G03115.1	A0A654FLS8
AT4G05270.1	A0A654FLS9
AT4G04940.1	A0A654FLV4
AT4G03370.1	A0A654FLW0
AT4G04020.1	A0A654FLZ8
AT4G05430.3	A0A654FM02
AT4G03965.1	A0A654FM08
AT4G05630.1	A0A654FM15
AT4G05632.1	A0A654FM17
AT4G05620.1	A0A654FM23
AT4G06583.2	A0A654FM27
AT4G06479.1	A0A654FM28
AT4G06643.1	A0A654FM35
AT4G06655.1	A0A654FM37
AT4G06688.1	A0A654FM45
AT4G07380.1	A0A654FM47
AT4G05631.1	A0A654FM54
AT4G07524.1	A0A654FM57
AT4G07390.1	A0A654FM59
AT4G07390.2	A0A654FM59
AT4G07445.1	A0A654FM68
AT4G07868.1	A0A654FM73
AT4G07325.1	A0A654FM84
AT4G07995.1	A0A654FM87
AT4G07526.1	A0A654FM90
AT4G07526.2	A0A654FM90
AT4G07526.3	A0A654FM90
AT4G07455.1	A0A654FM94
AT4G07940.1	A0A654FM99
AT4G07410.1	A0A654FMB7
AT4G08406.1	A0A654FMB8
AT4G04320.1	A0A654FMC0
AT4G08540.1	A0A654FMC5
AT4G07820.1	A0A654FMC7
AT4G05530.1	A0A654FMF5
AT4G09464.1	A0A654FML4
AT4G09467.1	A0A654FML4
AT4G09580.1	A0A654FMM3
AT4G09435.1	A0A654FMQ0
AT4G10030.1	A0A654FMQ8
AT4G09970.1	A0A654FMT8
AT4G10380.1	A0A654FMV0
AT4G09784.1	A0A654FMV2
AT4G09040.1	A0A654FMW9
AT4G10650.1	A0A654FMX8
AT4G10750.1	A0A654FMY7
AT4G10870.1	A0A654FN29
AT4G11211.1	A0A654FN37
AT4G10620.1	A0A654FN39
AT4G10955.1	A0A654FN45
AT4G10955.2	A0A654FN45
AT4G11060.1	A0A654FN52
AT4G11390.2	A0A654FN54
AT4G11250.1	A0A654FN72
AT4G11653.1	A0A654FN80
AT4G11350.1	A0A654FN81
AT4G11410.1	A0A654FN91
AT4G11570.1	A0A654FNA5
AT4G11570.2	A0A654FNA5
AT4G11450.1	A0A654FNA9
AT4G11440.1	A0A654FNC6
AT4G11440.2	A0A654FNC6
AT4G11860.1	A0A654FND0
AT4G12130.1	A0A654FND1
AT4G11630.1	A0A654FNE6
AT4G11911.1	A0A654FNF5
AT4G12190.1	A0A654FNG7
AT4G12617.1	A0A654FNH9
AT4G12390.1	A0A654FNI0
AT4G12555.1	A0A654FNJ8
AT4G12230.1	A0A654FNK2
AT4G12550.1	A0A654FNK4
AT4G12890.1	A0A654FNL9
AT4G12825.1	A0A654FNN2
AT4G13040.1	A0A654FNP6
AT4G13340.1	A0A654FNR6
AT4G13220.1	A0A654FNS1
AT4G12090.1	A0A654FNS3
AT4G12880.1	A0A654FNU4
AT4G13170.1	A0A654FNV6
AT4G13261.1	A0A654FNY3
AT4G13395.1	A0A654FNY8
AT4G12850.1	A0A654FP07
AT4G14110.1	A0A654FP31
AT4G13950.1	A0A654FP46
AT4G14342.2	A0A654FP47
AT4G14500.1	A0A654FP60
AT4G13960.1	A0A654FP64
AT4G13960.2	A0A654FP64
AT4G14305.1	A0A654FP65
AT4G14490.1	A0A654FP71
AT4G14200.1	A0A654FP84
AT4G14620.1	A0A654FP98
AT4G14810.1	A0A654FPE1
AT4G15280.1	A0A654FPF5
AT4G15380.1	A0A654FPG6
AT4G15320.3	A0A654FPH6
AT4G14260.1	A0A654FPH9
AT4G15400.1	A0A654FPI7
AT4G14315.1	A0A654FPI9
AT4G15010.1	A0A654FPJ0
AT4G15010.2	A0A654FPJ0
AT4G15010.3	A0A654FPJ0
AT4G15250.1	A0A654FPK3
AT4G15460.1	A0A654FPK6
AT4G15350.1	A0A654FPL2
AT4G15390.1	A0A654FPL6
AT4G15390.2	A0A654FPL6
AT4G15248.1	A0A654FPM1
AT4G15340.1	A0A654FPN2
AT4G15540.1	A0A654FPN3
AT4G15540.2	A0A654FPN3
AT4G15500.1	A0A654FPN8
AT4G14695.1	A0A654FPP2
AT4G14695.3	A0A654FPP2
AT4G15420.1	A0A654FPR4
AT4G15690.1	A0A654FPS0
AT4G16310.1	A0A654FPU5
AT4G16310.2	A0A654FPU5
AT4G16310.3	A0A654FPU5
AT4G16310.4	A0A654FPU5
AT4G16310.5	A0A654FPU5
AT4G16140.1	A0A654FPU8
AT4G15410.1	A0A654FPX8
AT4G16340.1	A0A654FPY5
AT4G16340.2	A0A654FPY5
AT4G16000.1	A0A654FPY7
AT4G16710.1	A0A654FPZ3
AT4G16710.2	A0A654FPZ3
AT4G16710.3	A0A654FPZ3
AT4G16710.4	A0A654FPZ3
AT4G15562.1	A0A654FPZ8
AT4G16830.1	A0A654FQ13
AT4G16210.1	A0A654FQ16
AT4G16820.1	A0A654FQ33
AT4G16590.1	A0A654FQ36
AT4G17050.1	A0A654FQ37
AT4G17085.1	A0A654FQ63
AT4G17070.1	A0A654FQ69
AT4G17540.1	A0A654FQ85
AT4G16451.1	A0A654FQB7
AT1G23915.1	A0A654FQC7
AT4G17520.1	A0A654FQC9
AT4G17243.1	A0A654FQD4
AT4G18140.4	A0A654FQF2
AT4G18140.5	A0A654FQF2
AT4G18140.6	A0A654FQF2
AT4G17860.1	A0A654FQH0
AT4G18203.1	A0A654FQH7
AT4G18205.1	A0A654FQI8
AT4G18260.1	A0A654FQJ2
AT4G18280.1	A0A654FQJ8
AT4G18050.1	A0A654FQK4
AT4G18593.1	A0A654FQK6
AT4G18593.2	A0A654FQK6
AT4G18530.3	A0A654FQK7
AT4G18320.2	A0A654FQM0
AT4G18395.1	A0A654FQR4
AT4G18970.1	A0A654FQS7
AT4G18580.1	A0A654FQT5
AT4G18580.2	A0A654FQT5
AT4G19035.1	A0A654FQT6
AT4G18660.1	A0A654FQU5
AT4G19760.1	A0A654FQY1
AT4G19800.1	A0A654FQZ9
AT4G19740.1	A0A654FR10
AT4G19850.3	A0A654FR19
AT4G18540.1	A0A654FR21
AT4G19950.1	A0A654FR22
AT4G19985.1	A0A654FR55
AT4G19985.6	A0A654FR55
AT4G20835.1	A0A654FR89
AT4G20935.1	A0A654FR92
AT4G21050.1	A0A654FRA2
AT4G21020.1	A0A654FRA3
AT4G21090.1	A0A654FRA7
AT4G21090.2	A0A654FRA7
AT4G21090.3	A0A654FRA7
AT4G21030.1	A0A654FRA8
AT4G21210.2	A0A654FRC2
AT4G21190.1	A0A654FRC3
AT4G19630.1	A0A654FRC5
AT4G21310.1	A0A654FRD7
AT4G19980.1	A0A654FRG6
AT4G21740.1	A0A654FRI0
AT4G21770.1	A0A654FRI2
AT4G21720.1	A0A654FRI4
AT4G21820.3	A0A654FRJ2
AT4G21705.1	A0A654FRJ6
AT4G21926.1	A0A654FRK4
AT4G21920.1	A0A654FRK5
AT4G22030.1	A0A654FRL3
AT4G21700.1	A0A654FRL6
AT4G21950.1	A0A654FRN0
AT4G21620.1	A0A654FRN4
AT4G22217.1	A0A654FRN5
AT4G22290.1	A0A654FRQ1
AT4G21895.1	A0A654FRR5
AT4G21895.2	A0A654FRR5
AT4G22520.1	A0A654FRS4
AT4G21430.1	A0A654FRU4
AT4G22870.1	A0A654FRV2
AT4G22214.1	A0A654FRV6
AT4G23060.1	A0A654FRX6
AT4G22960.1	A0A654FRX9
AT4G23330.1	A0A654FS02
AT4G23271.1	A0A654FS03
AT4G21930.1	A0A654FS04
AT4G23015.1	A0A654FS16
AT4G23420.1	A0A654FS31
AT4G23420.2	A0A654FS31
AT4G23820.1	A0A654FS51
AT4G23600.1	A0A654FS54
AT4G22460.1	A0A654FS57
AT4G23120.1	A0A654FS58
AT4G23910.1	A0A654FS60
AT4G23910.2	A0A654FS60
AT4G23970.1	A0A654FS72
AT4G24015.1	A0A654FS75
AT4G23470.1	A0A654FS81
AT4G23320.1	A0A654FS82
AT4G23320.2	A0A654FS82
AT4G22730.1	A0A654FS87
AT4G24070.1	A0A654FSA0
AT4G24265.2	A0A654FSA4
AT4G24080.2	A0A654FSA7
AT4G24690.1	A0A654FSE4
AT4G24700.1	A0A654FSF0
AT4G24390.1	A0A654FSF1
AT4G24390.2	A0A654FSF1
AT4G24740.1	A0A654FSF7
AT4G24590.1	A0A654FSH2
AT4G24580.1	A0A654FSJ2
AT4G24580.2	A0A654FSJ2
AT4G24810.2	A0A654FSJ5
AT4G25170.1	A0A654FSJ7
AT4G25190.1	A0A654FSK5
AT4G24760.1	A0A654FSL2
AT4G25370.1	A0A654FSL7
AT4G25380.1	A0A654FSL9
AT4G25410.1	A0A654FSM0
AT4G23930.1	A0A654FSM1
AT4G25450.1	A0A654FSM7
AT4G25420.1	A0A654FSN4
AT4G25670.1	A0A654FSQ5
AT4G25670.2	A0A654FSQ5
AT4G25780.1	A0A654FSQ8
AT4G25760.1	A0A654FSR5
AT4G26030.1	A0A654FST9
AT4G26020.1	A0A654FSU1
AT4G26020.3	A0A654FSU1
AT4G26040.1	A0A654FSU4
AT4G26130.1	A0A654FSV0
AT4G26000.1	A0A654FSV6
AT4G26250.1	A0A654FSV8
AT4G25440.1	A0A654FSW0
AT4G25440.2	A0A654FSW0
AT4G25440.3	A0A654FSW0
AT4G26090.1	A0A654FSW4
AT4G26050.1	A0A654FSW6
AT4G26370.1	A0A654FSY8
AT4G25990.1	A0A654FT00
AT4G26415.1	A0A654FT02
AT4G26640.2	A0A654FT11
AT4G25225.1	A0A654FT15
AT4G26485.1	A0A654FT27
AT4G25707.1	A0A654FT72
AT4G25707.2	A0A654FT72
AT4G27415.1	A0A654FTB5
AT4G27415.2	A0A654FTB5
AT4G27250.1	A0A654FTC0
AT4G26440.1	A0A654FTF1
AT4G27840.1	A0A654FTG4
AT4G28070.2	A0A654FTH3
AT4G28040.1	A0A654FTK1
AT4G28040.2	A0A654FTK1
AT4G28040.3	A0A654FTK1
AT4G28040.4	A0A654FTK1
AT4G28040.5	A0A654FTK1
AT4G27630.2	A0A654FTK6
AT4G28180.1	A0A654FTL5
AT4G28550.1	A0A654FTN3
AT4G28068.1	A0A654FTR2
AT4G29000.1	A0A654FTS4
AT4G28250.2	A0A654FTT0
AT4G29070.1	A0A654FTT4
AT4G29070.2	A0A654FTT4
AT4G28140.1	A0A654FTZ4
AT4G30100.1	A0A654FU78
AT4G30100.2	A0A654FU78
AT4G30220.1	A0A654FU79
AT4G30540.1	A0A654FU91
AT4G30097.1	A0A654FU95
AT4G30630.1	A0A654FUC3
AT4G31140.1	A0A654FUF3
AT4G31355.1	A0A654FUH7
AT4G31073.1	A0A654FUH9
AT4G31030.1	A0A654FUI2
AT4G31530.1	A0A654FUJ6
AT4G31685.1	A0A654FUL2
AT4G31880.1	A0A654FUN5
AT4G31715.1	A0A654FUN6
AT4G31740.1	A0A654FUN8
AT4G30935.1	A0A654FUP6
AT4G31690.1	A0A654FUQ7
AT4G32080.3	A0A654FUS4
AT4G31960.1	A0A654FUT2
AT4G32060.1	A0A654FUT3
AT4G32295.1	A0A654FUT5
AT4G32090.1	A0A654FUT7
AT4G32350.1	A0A654FUT9
AT4G32350.3	A0A654FUT9
AT4G32050.1	A0A654FUU3
AT4G32175.1	A0A654FUU6
AT4G32440.2	A0A654FUU8
AT4G32140.1	A0A654FUV1
AT4G32480.1	A0A654FUV2
AT4G32270.1	A0A654FUV3
AT4G32535.1	A0A654FUV9
AT4G32342.1	A0A654FUW1
AT4G32450.1	A0A654FUW3
AT4G32660.1	A0A654FUW9
AT4G32750.1	A0A654FUX6
AT4G32780.2	A0A654FUY2
AT4G32810.1	A0A654FUY3
AT4G32630.1	A0A654FUY6
AT4G32630.3	A0A654FUY6
AT4G32630.4	A0A654FUY6
AT4G32630.5	A0A654FUY6
AT4G32630.6	A0A654FUY6
AT4G32590.4	A0A654FUZ1
AT4G32970.1	A0A654FUZ6
AT4G32680.1	A0A654FUZ8
AT4G32820.1	A0A654FV02
AT4G32770.1	A0A654FV06
AT4G32670.1	A0A654FV08
AT4G32670.2	A0A654FV08
AT4G33140.1	A0A654FV09
AT4G33100.1	A0A654FV10
AT4G33160.1	A0A654FV15
AT4G32030.1	A0A654FV24
AT4G32340.1	A0A654FV25
AT4G33110.1	A0A654FV30
AT4G33110.2	A0A654FV30
AT4G31840.1	A0A654FV42
AT4G33150.1	A0A654FV44
AT4G33150.2	A0A654FV44
AT4G33150.4	A0A654FV44
AT4G33410.1	A0A654FV57
AT4G33360.1	A0A654FV62
AT4G33460.1	A0A654FV70
AT4G32110.1	A0A654FV73
AT4G32700.2	A0A654FV74
AT4G33550.2	A0A654FV85
AT4G33890.1	A0A654FV90
AT4G33890.2	A0A654FV90
AT4G33840.1	A0A654FV96
AT4G32560.1	A0A654FVA3
AT4G32560.2	A0A654FVA3
AT4G33800.1	A0A654FVA7
AT4G33800.2	A0A654FVA7
AT4G32980.1	A0A654FVB6
AT4G32980.2	A0A654FVB6
AT4G33885.1	A0A654FVC0
AT4G33905.1	A0A654FVC1
AT4G32730.2	A0A654FVC3
AT4G32730.3	A0A654FVC3
AT4G32730.4	A0A654FVC3
AT4G32730.5	A0A654FVC3
AT4G32551.1	A0A654FVC7
AT4G33945.1	A0A654FVD8
AT4G33030.1	A0A654FVF1
AT4G34420.1	A0A654FVG4
AT4G34390.2	A0A654FVH4
AT4G33120.1	A0A654FVJ5
AT4G33820.1	A0A654FVK9
AT4G34800.1	A0A654FVL4
AT4G33320.1	A0A654FVL5
AT4G33900.1	A0A654FVL9
AT4G35025.1	A0A654FVM2
AT4G33666.1	A0A654FVM6
AT4G35240.3	A0A654FVN9
AT4G35240.4	A0A654FVN9
AT4G35390.1	A0A654FVR5
AT4G33930.1	A0A654FVR6
AT4G35380.1	A0A654FVS1
AT4G35360.1	A0A654FVS7
AT4G35360.2	A0A654FVS7
AT4G35620.1	A0A654FVS9
AT4G35485.1	A0A654FVT1
AT4G35700.1	A0A654FVT7
AT4G35725.1	A0A654FVU1
AT4G35780.1	A0A654FVU5
AT4G35450.1	A0A654FVU7
AT4G35450.2	A0A654FVU7
AT4G35450.3	A0A654FVU7
AT4G34265.3	A0A654FVV2
AT4G34265.4	A0A654FVV2
AT4G34265.5	A0A654FVV2
AT4G35530.1	A0A654FVV8
AT4G35733.1	A0A654FVW0
AT4G35785.2	A0A654FVX9
AT4G35710.1	A0A654FVY0
AT4G34630.1	A0A654FVZ4
AT4G35870.1	A0A654FW02
AT4G36515.1	A0A654FW17
AT4G34950.1	A0A654FW24
AT4G36440.1	A0A654FW26
AT4G36400.1	A0A654FW45
AT4G36400.2	A0A654FW45
AT4G35030.3	A0A654FW47
AT4G35030.5	A0A654FW47
AT4G35030.6	A0A654FW47
AT4G35030.7	A0A654FW47
AT4G36500.1	A0A654FW52
AT4G35430.1	A0A654FW86
AT4G37010.1	A0A654FW87
AT4G35987.1	A0A654FW92
AT4G35519.1	A0A654FW95
AT4G37095.1	A0A654FW97
AT4G36970.1	A0A654FW99
AT4G37190.1	A0A654FWA6
AT4G37295.1	A0A654FWA7
AT4G35685.1	A0A654FWB6
AT4G37320.1	A0A654FWD0
AT4G35850.1	A0A654FWD5
AT4G37330.1	A0A654FWD7
AT4G35940.1	A0A654FWE4
AT4G36040.1	A0A654FWF1
AT4G36720.1	A0A654FWG0
AT4G37830.1	A0A654FWG7
AT4G36370.1	A0A654FWI9
AT4G38100.1	A0A654FWJ5
AT4G38120.3	A0A654FWJ7
AT4G37970.1	A0A654FWK1
AT4G36560.1	A0A654FWK8
AT4G38213.1	A0A654FWK9
AT4G38062.1	A0A654FWL1
AT4G38290.1	A0A654FWL6
AT4G38150.1	A0A654FWM0
AT4G38150.2	A0A654FWM0
AT4G38150.3	A0A654FWM0
AT4G38065.1	A0A654FWM3
AT4G38370.1	A0A654FWM7
AT4G38160.1	A0A654FWN3
AT4G38160.4	A0A654FWN3
AT4G38480.1	A0A654FWN5
AT4G38460.1	A0A654FWN7
AT4G38320.1	A0A654FWN8
AT4G38550.1	A0A654FWP5
AT4G38550.3	A0A654FWP5
AT4G38405.1	A0A654FWP7
AT4G38250.1	A0A654FWQ2
AT4G38560.1	A0A654FWQ3
AT4G38500.1	A0A654FWQ5
AT4G38330.1	A0A654FWQ6
AT4G38330.2	A0A654FWQ6
AT4G38330.4	A0A654FWQ6
AT4G38330.5	A0A654FWQ6
AT4G38660.1	A0A654FWQ7
AT4G38670.2	A0A654FWR0
AT4G38760.1	A0A654FWR1
AT4G38340.2	A0A654FWR3
AT4G38410.1	A0A654FWR6
AT4G38781.1	A0A654FWR9
AT4G38620.1	A0A654FWT5
AT4G38010.1	A0A654FWU1
AT4G39040.1	A0A654FWU6
AT4G37483.1	A0A654FWU8
AT4G39140.1	A0A654FWV5
AT4G39140.2	A0A654FWV5
AT4G39140.3	A0A654FWV5
AT4G39140.4	A0A654FWV5
AT4G39140.5	A0A654FWV5
AT4G37580.1	A0A654FWV8
AT4G38820.1	A0A654FWW4
AT4G39403.1	A0A654FWY3
AT4G38440.1	A0A654FWY4
AT4G37860.2	A0A654FWZ0
AT4G38540.1	A0A654FWZ6
AT4G39660.1	A0A654FX06
AT4G38650.1	A0A654FX08
AT4G38060.2	A0A654FX11
AT4G38060.3	A0A654FX11
AT4G38060.4	A0A654FX11
AT4G39745.1	A0A654FX15
AT4G38770.1	A0A654FX17
AT4G39600.2	A0A654FX18
AT4G39750.1	A0A654FX19
AT4G38140.1	A0A654FX21
AT4G38225.1	A0A654FX34
AT4G39620.1	A0A654FX52
AT4G38401.1	A0A654FX55
AT5G01017.1	A0A654FX56
AT4G40063.1	A0A654FX57
AT5G01030.1	A0A654FX72
AT5G01030.2	A0A654FX72
AT5G01030.3	A0A654FX72
AT5G01470.5	A0A654FXB2
AT5G01280.1	A0A654FXE0
AT5G01740.1	A0A654FXF6
AT5G01650.4	A0A654FXG7
AT4G39675.1	A0A654FXG9
AT5G02050.1	A0A654FXH2
AT4G39753.1	A0A654FXH7
AT4G39590.1	A0A654FXI3
AT4G39680.1	A0A654FXJ3
AT4G39680.2	A0A654FXJ3
AT4G40011.1	A0A654FXN5
AT5G02230.1	A0A654FXP8
AT5G02230.2	A0A654FXP8
AT5G01960.1	A0A654FXQ0
AT5G02420.1	A0A654FXQ4
AT5G02250.1	A0A654FXS7
AT5G03550.1	A0A654FXX6
AT5G02910.1	A0A654FXX7
AT5G03380.1	A0A654FY13
AT5G04238.1	A0A654FY41
AT5G02680.1	A0A654FY46
AT5G04395.1	A0A654FY62
AT5G03553.1	A0A654FY70
AT5G03995.1	A0A654FY77
AT5G04475.1	A0A654FY78
AT5G04700.1	A0A654FY99
AT5G04267.1	A0A654FYA0
AT5G02990.1	A0A654FYA9
AT5G04550.1	A0A654FYD2
AT5G04550.2	A0A654FYD2
AT5G04280.1	A0A654FYD3
AT5G05085.1	A0A654FYD9
AT5G04690.2	A0A654FYH3
AT5G05030.1	A0A654FYH6
AT5G05470.1	A0A654FYH9
AT5G05560.2	A0A654FYJ0
AT5G05530.1	A0A654FYJ1
AT5G05735.1	A0A654FYL1
AT5G05500.1	A0A654FYM2
AT5G04340.1	A0A654FYM4
AT5G05890.1	A0A654FYN7
AT5G04260.1	A0A654FYP1
AT5G05760.1	A0A654FYP8
AT5G06280.1	A0A654FYR5
AT5G06280.3	A0A654FYR5
AT5G06290.1	A0A654FYS1
AT5G05710.1	A0A654FYT3
AT5G05780.1	A0A654FYV3
AT5G06570.1	A0A654FYV9
AT5G06570.2	A0A654FYV9
AT5G04933.1	A0A654FYW0
AT5G05880.1	A0A654FYW3
AT5G05020.1	A0A654FYX3
AT5G05110.1	A0A654FYY0
AT5G06430.1	A0A654FYY2
AT5G05200.1	A0A654FYZ2
AT5G07080.1	A0A654FYZ8
AT5G06340.1	A0A654FZ10
AT5G06440.2	A0A654FZ17
AT5G06440.3	A0A654FZ17
AT5G07160.1	A0A654FZ25
AT5G06540.1	A0A654FZ26
AT5G05740.2	A0A654FZ27
AT5G07220.1	A0A654FZ32
